study,size,T,dep_density,budget_tightness,deadline_pressure,t_crqc,risk_form,residual_factor,n_instances,n_optimal,frac_proven_optimal,frac_feasible_not_proven,mean_infeasible_resamples,opt_walltime_mean,opt_walltime_max,highest_risk_gap_mean,highest_risk_gap_lo,highest_risk_gap_hi,highest_risk_n_gap,highest_risk_feasible_rate,risk_per_cost_gap_mean,risk_per_cost_gap_lo,risk_per_cost_gap_hi,risk_per_cost_n_gap,risk_per_cost_feasible_rate,edf_gap_mean,edf_gap_lo,edf_gap_hi,edf_n_gap,edf_feasible_rate,spt_gap_mean,spt_gap_lo,spt_gap_hi,spt_n_gap,spt_feasible_rate,random_gap_mean,random_gap_lo,random_gap_hi,random_n_gap,random_feasible_rate
smoke,14,10,0.3,0.6,0.3,7,step,0.1,3,3,1.0,0.0,0.333,0.11,0.159,0.34427,0.04573,0.81304,3,1.0,0.43291,0.08011,0.81304,3,1.0,0.92655,0.08978,2.0,3,1.0,0.67156,0.15608,0.97391,3,1.0,1.205,0.50691,2.54348,3,1.0
