study,size,T,dep_density,budget_tightness,deadline_pressure,t_crqc,risk_form,residual_factor,cluster_frac,delayed_frac,index,instance_seed,n_resamples_infeasible,realized_tightness,n_deps,n_mandated,n_clusters,opt_status,opt_risk,opt_cost,opt_bound,opt_mipgap,opt_walltime,opt_nvars,highest_risk_risk,highest_risk_cost,highest_risk_feasible,highest_risk_ddlviol,highest_risk_gap,risk_per_cost_risk,risk_per_cost_cost,risk_per_cost_feasible,risk_per_cost_ddlviol,risk_per_cost_gap,edf_risk,edf_cost,edf_feasible,edf_ddlviol,edf_gap,spt_risk,spt_cost,spt_feasible,spt_ddlviol,spt_gap,random_risk,random_cost,random_feasible,random_ddlviol,random_gap
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,28,222732,0,0.7643,18,31,2,OPTIMAL,2147,214,2147.0,0.0,1.482,704,3303,214,0,5,,2998,214,0,5,,4997,214,0,2,,4397,214,0,7,,4899,214,0,5,
main,45,20,0.1,0.8,0.8,13,step,0.1,0.1,0.15,29,335380,1,0.7538,14,31,2,OPTIMAL,1843,196,1843.0,0.0,2.467,728,2580,196,1,0,0.399891,2705,196,1,0,0.467716,4144,196,0,1,,4344,196,0,2,,4546,196,0,3,
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.8769,15,11,2,OPTIMAL,1882,228,1882.0,0.0,2.234,872,2568,228,1,0,0.364506,2698,215,0,1,,3247,228,1,0,0.725292,4393,195,0,1,,5118,228,0,1,
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,1,113648,1,0.7964,15,12,2,OPTIMAL,1332,223,1332.0,0.0,3.591,856,2554,223,1,0,0.917417,1964,223,1,0,0.474474,4363,223,1,0,2.275526,3832,205,0,1,,3651,223,1,0,1.740991
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,2,16838,0,0.9042,14,10,2,OPTIMAL,1341,217,1341.0,0.0,3.633,863,1838,217,1,0,0.370619,1989,217,1,0,0.483221,6583,217,1,0,3.909023,6094,194,0,1,,4277,217,1,0,2.189411
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,3,24757,0,0.8955,16,10,2,OPTIMAL,4135,184,4135.0,0.0,7.184,865,5043,184,1,0,0.219589,5347,184,1,0,0.293108,6689,184,1,0,0.617654,7011,166,1,0,0.695526,6609,184,1,0,0.598307
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,4,32676,0,0.9417,19,10,2,OPTIMAL,1844,226,1844.0,0.0,6.58,873,2702,215,1,0,0.465293,2838,207,1,0,0.539046,4623,215,0,1,,6265,179,0,1,,6231,219,1,0,2.379067
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,5,145324,1,0.935,22,10,2,OPTIMAL,2689,187,2689.0,0.0,14.321,876,4239,187,1,0,0.576422,4240,187,1,0,0.576794,6200,187,1,0,1.30569,5585,177,0,1,,6244,183,1,0,1.322053
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.7714,16,10,2,OPTIMAL,2462,216,2462.0,0.0,9.585,876,3804,216,1,0,0.545085,3943,216,1,0,0.601543,5288,216,1,0,1.147847,5753,216,1,0,1.336718,6212,216,1,0,1.523152
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,7,161162,1,0.89,19,11,2,OPTIMAL,2984,178,2984.0,0.0,2.296,857,5706,178,1,0,0.912198,5178,178,1,0,0.735255,7271,178,1,0,1.436662,7877,160,0,1,,5992,178,1,0,1.008043
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,8,64352,0,0.7929,17,11,2,OPTIMAL,2044,191,2044.0,0.0,2.687,872,3734,191,1,0,0.82681,2846,191,1,0,0.392368,4002,191,1,0,0.957926,4491,191,1,0,1.197162,3962,191,1,0,0.938356
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.8115,15,11,2,OPTIMAL,1633,211,1633.0,0.0,1.567,860,2903,211,1,0,0.77771,2395,211,1,0,0.466626,5195,211,1,0,2.181261,4710,198,0,1,,4587,211,1,0,1.808941
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,10,184919,1,0.8125,19,11,2,OPTIMAL,3612,195,3612.0,0.0,2.369,870,4868,195,1,0,0.34773,4777,195,1,0,0.322536,7004,195,1,0,0.939092,7653,195,1,0,1.118771,7589,195,1,0,1.101052
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,11,192838,1,0.9167,14,11,2,OPTIMAL,3106,220,3106.0,0.0,3.272,874,4273,220,1,0,0.375724,4616,220,1,0,0.486156,6098,220,1,0,0.963297,6824,186,0,1,,5898,214,0,1,
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.825,19,11,2,OPTIMAL,1526,198,1526.0,0.0,2.327,875,2041,198,1,0,0.337484,2204,198,1,0,0.444299,3102,198,1,0,1.032765,3731,188,1,0,1.444954,3388,198,1,0,1.220183
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,13,313405,2,0.8792,18,10,2,OPTIMAL,2336,211,2336.0,0.0,6.023,856,3476,211,1,0,0.488014,3622,211,1,0,0.550514,7808,211,1,0,2.342466,6298,194,0,1,,6973,211,1,0,1.985017
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.7321,26,10,2,OPTIMAL,1742,205,1742.0,0.0,4.612,869,2524,205,1,0,0.448909,2727,205,1,0,0.565442,3686,205,1,0,1.115959,4393,205,1,0,1.521814,3948,205,1,0,1.266361
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,15,119785,0,0.8083,22,11,2,OPTIMAL,3311,194,3311.0,0.0,12.679,873,5105,194,1,0,0.54183,5117,194,1,0,0.545455,7056,194,1,0,1.131078,6964,194,1,0,1.103292,8025,194,1,0,1.423739
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,16,337162,2,0.8808,22,10,2,OPTIMAL,2758,229,2758.0,0.0,16.618,867,3660,229,1,0,0.327049,3654,229,1,0,0.324873,4946,229,1,0,0.793328,6864,220,1,0,1.48876,4707,229,1,0,0.706672
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,17,240352,1,0.8455,15,10,2,OPTIMAL,2400,186,2400.0,0.0,8.67,867,3945,186,1,0,0.64375,4001,186,1,0,0.667083,5840,186,1,0,1.433333,5269,186,1,0,1.195417,6490,186,1,0,1.704167
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,18,143542,0,0.8542,26,11,2,OPTIMAL,2045,205,2045.0,0.0,10.905,845,2774,205,1,0,0.356479,3017,205,1,0,0.475306,5302,205,1,0,1.592665,5441,185,0,2,,4300,205,1,0,1.102689
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,19,256190,1,0.9045,15,10,2,OPTIMAL,2051,185,2051.0,0.0,11.724,862,2449,185,1,0,0.194052,2715,185,1,0,0.323745,4962,185,1,0,1.419308,5459,165,0,1,,5672,185,1,0,1.76548
main,45,20,0.1,0.95,0.1,13,step,0.1,0.1,0.15,20,159380,0,0.9364,16,10,2,OPTIMAL,3050,187,3050.0,0.0,10.363,870,3807,187,1,0,0.248197,3540,187,1,0,0.160656,5489,187,1,0,0.799672,7044,170,0,2,,6198,187,1,0,1.032131
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.8769,15,18,2,OPTIMAL,1884,228,1884.0,0.0,2.177,828,2568,228,0,1,,2698,215,0,3,,4726,228,1,0,1.508493,4393,195,0,3,,5266,228,0,2,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,1,113648,1,0.7964,15,19,2,OPTIMAL,1332,223,1332.0,0.0,3.115,813,2554,223,1,0,0.917417,1964,223,1,0,0.474474,3631,223,1,0,1.725976,3832,205,0,3,,4492,223,0,1,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,2,16838,0,0.9042,14,19,2,OPTIMAL,1351,217,1351.0,0.0,2.427,815,1838,217,0,1,,1989,217,0,2,,5779,217,0,3,,6094,194,0,3,,4713,217,0,2,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,3,234215,2,0.9036,18,20,2,OPTIMAL,3303,253,3303.0,0.0,8.844,810,5037,253,0,2,,5328,240,1,0,0.613079,7385,253,1,0,1.235846,6033,231,0,4,,6307,253,0,2,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,4,32676,0,0.9417,19,19,2,OPTIMAL,1848,226,1848.0,0.0,2.771,839,2702,215,0,2,,2838,207,0,3,,4068,226,0,2,,6265,179,0,5,,6639,222,0,4,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,5,145324,1,0.935,22,19,2,OPTIMAL,2689,187,2689.0,0.0,19.346,836,4239,187,0,3,,4240,187,0,1,,6195,182,0,2,,5585,177,0,4,,5425,182,0,1,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.7714,16,20,2,OPTIMAL,2462,216,2462.0,0.0,10.796,836,3804,216,1,0,0.545085,3943,216,1,0,0.601543,5517,216,1,0,1.240861,5753,216,1,0,1.336718,5430,216,1,0,1.205524
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,7,161162,1,0.89,19,18,2,OPTIMAL,2987,178,2987.0,0.0,3.567,811,5706,178,0,1,,5178,178,0,3,,7652,178,0,1,,7877,160,0,3,,6680,178,0,3,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,8,169081,1,0.7714,15,18,2,OPTIMAL,1767,216,1767.0,0.0,2.949,836,6633,216,0,1,,6232,216,0,1,,7638,216,0,1,,7462,216,1,0,3.222977,8104,216,0,1,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,9,72271,0,0.8115,15,19,2,OPTIMAL,1633,211,1633.0,0.0,2.394,821,2903,211,1,0,0.77771,2395,211,1,0,0.466626,4793,211,0,1,,4710,198,0,1,,4885,211,0,2,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,10,184919,1,0.8125,19,18,2,OPTIMAL,3621,195,3621.0,0.0,7.341,828,4868,195,0,1,,4777,195,0,2,,6260,195,1,0,0.728804,7653,195,1,0,1.113505,7200,195,0,2,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,11,192838,1,0.9167,14,19,2,OPTIMAL,3107,220,3107.0,0.0,5.735,829,4273,220,0,3,,4616,220,0,3,,5557,220,1,0,0.788542,6824,186,0,4,,6449,220,0,3,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.825,19,19,2,OPTIMAL,1538,198,1538.0,0.0,3.097,828,2041,198,0,1,,2204,198,0,2,,3162,198,1,0,1.055917,3731,188,0,2,,3584,198,1,0,1.330299
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,13,208676,1,0.9,11,18,2,OPTIMAL,3086,196,3086.0,0.0,3.549,825,4432,196,0,1,,4710,196,1,0,0.526248,5651,196,1,0,0.831173,5973,186,0,2,,5892,196,1,0,0.909268
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.7321,26,19,2,OPTIMAL,1742,205,1742.0,0.0,6.505,817,2524,205,1,0,0.448909,2727,205,0,2,,3273,205,1,0,0.878875,4393,205,0,2,,3435,205,1,0,0.971871
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,15,119785,0,0.8083,22,18,2,OPTIMAL,3311,194,3311.0,0.0,22.89,836,5105,194,0,1,,5117,194,1,0,0.545455,7409,194,1,0,1.237693,6964,194,0,1,,7766,194,1,0,1.345515
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,16,337162,2,0.8808,22,20,2,OPTIMAL,2775,229,2775.0,0.0,36.128,821,3660,229,0,3,,3654,229,0,2,,5975,229,1,0,1.153153,6864,220,0,2,,4823,229,0,1,
main,45,20,0.1,0.95,0.4,13,step,0.1,0.1,0.15,17,240352,1,0.8455,15,20,2,OPTIMAL,2403,186,2403.0,0.0,6.139,836,3945,186,1,0,0.641698,4001,186,1,0,0.665002,5233,186,1,0,1.177695,5269,186,0,1,,6033,186,1,0,1.510612
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,0,1000,0,0.8769,15,32,2,OPTIMAL,1969,228,1969.0,0.0,0.96,676,2568,228,0,5,,2698,215,0,7,,5586,228,1,0,1.836973,4393,195,0,6,,5266,228,0,3,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,1,113648,1,0.7964,15,30,2,OPTIMAL,1519,223,1519.0,0.0,5.483,691,2554,223,0,8,,1964,223,0,6,,4617,223,0,4,,3832,205,0,8,,4492,223,0,9,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,2,16838,0,0.9042,14,31,2,OPTIMAL,1463,217,1463.0,0.0,0.504,677,1838,217,0,6,,1989,217,0,7,,6591,217,0,2,,6094,194,0,9,,4713,217,0,6,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,3,338944,3,0.8423,20,32,2,OPTIMAL,2505,219,2505.0,0.0,2.181,665,2789,219,0,8,,3270,219,0,7,,5444,219,0,6,,5979,213,0,6,,6820,219,0,8,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,4,32676,0,0.9417,19,31,2,OPTIMAL,2218,226,2218.0,0.0,6.76,665,2702,215,0,8,,2838,207,0,9,,4463,218,0,2,,6265,179,0,11,,6639,222,0,10,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,5,145324,1,0.935,22,31,2,OPTIMAL,2857,187,2857.0,0.0,15.878,702,4239,187,0,10,,4240,187,0,8,,5344,187,0,5,,5585,177,0,7,,5425,182,0,9,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,6,48514,0,0.7714,16,31,2,OPTIMAL,2550,216,2550.0,0.0,6.909,627,3804,216,0,8,,3943,216,0,7,,4954,216,1,0,0.942745,5753,216,0,8,,5430,216,0,5,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,7,161162,1,0.89,19,30,2,OPTIMAL,3148,178,3148.0,0.0,4.254,675,5706,178,0,5,,5178,178,0,8,,6327,178,0,5,,7877,160,0,12,,6680,178,0,7,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,8,169081,1,0.7714,15,31,2,OPTIMAL,1790,216,1790.0,0.0,4.493,713,6633,216,0,6,,6232,216,0,6,,5528,216,0,1,,7462,216,0,8,,8104,216,0,7,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,9,72271,0,0.8115,15,31,2,OPTIMAL,1862,211,1862.0,0.0,1.396,662,2903,211,0,5,,2395,211,0,7,,5109,211,0,3,,4710,198,0,7,,4885,211,0,7,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,10,184919,1,0.8125,19,31,2,OPTIMAL,3958,195,3958.0,0.0,3.832,705,4868,195,0,6,,4777,195,0,7,,7619,195,0,4,,7653,195,0,5,,7200,195,0,4,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,11,192838,1,0.9167,14,30,2,OPTIMAL,3873,220,3873.0,0.0,3.585,684,4273,220,0,8,,4616,220,0,10,,6946,220,0,5,,6824,186,0,11,,6449,220,0,7,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,12,96028,0,0.825,19,31,2,FEASIBLE,2077,198,2036.0,0.01974,40.016,638,2041,198,0,10,,2204,198,0,8,,3984,198,0,5,,3731,188,0,10,,3584,198,0,10,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,13,313405,2,0.8792,18,30,2,OPTIMAL,2515,211,2515.0,0.0,2.29,660,3476,211,0,9,,3622,211,0,5,,7865,211,0,4,,6298,194,0,11,,6653,211,0,5,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,14,111866,0,0.7321,26,30,2,OPTIMAL,1861,205,1861.0,0.0,5.636,695,2524,205,0,5,,2727,205,0,4,,3827,205,0,3,,4393,205,0,6,,3435,205,0,4,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,15,119785,0,0.8083,22,31,2,OPTIMAL,3459,194,3459.0,0.0,5.744,717,5105,194,0,3,,5117,194,0,7,,7682,194,0,5,,6964,194,0,4,,7766,194,0,4,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,16,337162,2,0.8808,22,31,2,OPTIMAL,2824,229,2824.0,0.0,7.06,683,3660,229,0,6,,3654,229,0,6,,4644,229,1,0,0.644476,6864,220,0,7,,4823,229,0,5,
main,45,20,0.1,0.95,0.8,13,step,0.1,0.1,0.15,17,240352,1,0.8455,15,32,2,OPTIMAL,2507,186,2507.0,0.0,7.363,677,3945,186,0,6,,4001,186,0,5,,5138,186,0,1,,5269,186,0,5,,6033,186,0,11,
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.3931,70,10,2,OPTIMAL,1070,228,1070.0,0.0,2.838,841,1662,228,1,0,0.553271,1522,228,1,0,0.42243,1681,228,1,0,0.571028,1767,228,1,0,0.651402,1899,228,1,0,0.774766
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,1,8919,0,0.386,68,12,2,OPTIMAL,1805,193,1805.0,0.0,0.388,823,12048,52,0,9,,12049,52,0,9,,12053,52,0,9,,12053,52,0,9,,12049,52,0,9,
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,2,16838,0,0.3875,70,10,2,OPTIMAL,1806,217,1806.0,0.0,0.347,784,7631,138,0,4,,7610,138,0,4,,7875,138,0,4,,7733,138,0,4,,7684,138,0,4,
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,3,24757,0,0.394,65,11,2,OPTIMAL,2846,197,2846.0,0.0,0.632,744,3167,197,1,0,0.11279,3308,197,1,0,0.162333,3643,197,1,0,0.280042,4076,197,1,0,0.432186,3718,197,1,0,0.306395
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,4,137405,1,0.3981,63,10,2,OPTIMAL,809,215,809.0,0.0,0.681,835,1208,215,1,0,0.493201,1138,215,1,0,0.406675,1746,215,1,0,1.15822,1893,215,1,0,1.339926,1900,215,1,0,1.348578
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,5,40595,0,0.4,63,11,2,OPTIMAL,671,216,671.0,0.0,0.672,869,8684,82,0,7,,8644,82,0,7,,8625,82,0,7,,8605,82,0,7,,8745,82,0,7,
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.4,76,10,2,OPTIMAL,2006,216,2006.0,0.0,1.539,804,2516,216,1,0,0.254237,2546,216,1,0,0.269192,2583,216,1,0,0.287637,2469,216,1,0,0.230808,2481,216,1,0,0.23679
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,7,161162,1,0.387,60,10,2,OPTIMAL,2369,178,2369.0,0.0,0.425,745,2922,178,1,0,0.233432,2666,178,1,0,0.125369,3424,178,1,0,0.445336,2943,178,1,0,0.242296,3565,178,1,0,0.504854
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,8,64352,0,0.3964,67,10,2,OPTIMAL,655,222,655.0,0.0,0.444,831,3628,177,0,2,,3642,177,0,2,,3940,177,0,2,,3597,177,0,2,,3889,177,0,2,
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.3907,71,10,2,OPTIMAL,824,211,824.0,0.0,0.787,835,1513,211,1,0,0.836165,1507,211,1,0,0.828883,1845,211,1,0,1.239078,1809,211,1,0,1.195388,1638,211,1,0,0.987864
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,10,80190,0,0.3919,69,11,2,OPTIMAL,1093,243,1093.0,0.0,1.231,830,1708,243,1,0,0.562672,1587,243,1,0,0.451967,1766,243,1,0,0.615737,1727,243,1,0,0.580055,1666,243,1,0,0.524245
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,11,88109,0,0.39,68,12,2,OPTIMAL,918,195,918.0,0.0,0.248,794,1243,195,1,0,0.354031,992,195,1,0,0.08061,1213,195,1,0,0.321351,1139,195,1,0,0.240741,1234,195,1,0,0.344227
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.396,64,10,2,OPTIMAL,650,198,650.0,0.0,0.716,844,1516,198,1,0,1.332308,1176,198,1,0,0.809231,1311,198,1,0,1.016923,1345,198,1,0,1.069231,958,198,1,0,0.473846
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,13,103947,0,0.4,67,10,2,OPTIMAL,510,208,510.0,0.0,1.0,863,975,208,1,0,0.911765,974,208,1,0,0.909804,1320,208,1,0,1.588235,1477,208,1,0,1.896078,1171,208,1,0,1.296078
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.3942,72,10,2,OPTIMAL,815,205,815.0,0.0,0.642,833,1685,205,1,0,1.067485,1429,205,1,0,0.753374,1249,205,1,0,0.532515,1188,205,1,0,0.457669,1444,205,1,0,0.771779
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,15,224514,1,0.3865,72,11,2,OPTIMAL,1409,201,1409.0,0.0,0.917,832,4109,161,0,2,,4117,161,0,2,,4252,161,0,2,,4143,161,0,2,,4151,161,0,2,
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,16,127704,0,0.3948,68,12,2,OPTIMAL,1047,229,1047.0,0.0,0.29,828,1305,229,1,0,0.246418,1403,229,1,0,0.340019,1580,229,1,0,0.509074,1641,229,1,0,0.567335,1676,229,1,0,0.600764
main,45,20,0.4,0.4,0.1,13,step,0.1,0.1,0.15,17,135623,0,0.3942,63,10,2,OPTIMAL,1775,205,1775.0,0.0,0.545,788,2082,205,1,0,0.172958,2079,205,1,0,0.171268,2618,205,1,0,0.47493,2321,205,1,0,0.307606,2324,205,1,0,0.309296
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.3931,70,20,2,OPTIMAL,1070,228,1070.0,0.0,1.657,789,1662,228,1,0,0.553271,1522,228,1,0,0.42243,1683,228,1,0,0.572897,1767,228,1,0,0.651402,1899,228,1,0,0.774766
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,1,8919,0,0.386,68,18,2,OPTIMAL,1805,193,1805.0,0.0,0.343,783,12048,52,0,12,,12049,52,0,12,,12052,52,0,12,,12053,52,0,12,,12049,52,0,12,
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,2,16838,0,0.3875,70,19,2,OPTIMAL,1806,217,1806.0,0.0,0.27,733,7631,138,0,8,,7610,138,0,8,,7940,138,0,8,,7733,138,0,8,,7684,138,0,8,
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,3,24757,0,0.394,65,19,2,OPTIMAL,2846,197,2846.0,0.0,0.445,713,3167,197,1,0,0.11279,3308,197,1,0,0.162333,3763,197,1,0,0.322207,4076,197,1,0,0.432186,3718,197,1,0,0.306395
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,4,137405,1,0.3981,63,19,2,OPTIMAL,809,215,809.0,0.0,0.857,785,1208,215,1,0,0.493201,1138,215,1,0,0.406675,1993,215,1,0,1.463535,1893,215,1,0,1.339926,1900,215,1,0,1.348578
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,5,40595,0,0.4,63,19,2,OPTIMAL,671,216,671.0,0.0,0.846,840,8684,82,0,10,,8644,82,0,10,,8684,82,0,10,,8605,82,0,10,,8745,82,0,10,
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.4,76,18,2,OPTIMAL,2006,216,2006.0,0.0,1.579,773,2516,216,1,0,0.254237,2546,216,1,0,0.269192,2525,216,1,0,0.258724,2469,216,1,0,0.230808,2481,216,1,0,0.23679
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,7,161162,1,0.387,60,19,2,OPTIMAL,2369,178,2369.0,0.0,0.342,705,2922,178,1,0,0.233432,2666,178,1,0,0.125369,3201,178,1,0,0.351203,2943,178,1,0,0.242296,3565,178,1,0,0.504854
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,8,64352,0,0.3964,67,18,2,OPTIMAL,655,222,655.0,0.0,0.434,792,3628,177,0,4,,3642,177,0,4,,3727,177,0,4,,3597,177,0,4,,3889,177,0,4,
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,9,72271,0,0.3907,71,20,2,OPTIMAL,824,211,824.0,0.0,0.707,780,1513,211,1,0,0.836165,1507,211,1,0,0.828883,1627,211,1,0,0.974515,1809,211,1,0,1.195388,1638,211,1,0,0.987864
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,10,80190,0,0.3919,69,20,2,OPTIMAL,1093,243,1093.0,0.0,1.084,796,1708,243,1,0,0.562672,1587,243,1,0,0.451967,1777,243,1,0,0.625801,1727,243,1,0,0.580055,1666,243,1,0,0.524245
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,11,88109,0,0.39,68,18,2,OPTIMAL,918,195,918.0,0.0,0.23,760,1243,195,1,0,0.354031,992,195,1,0,0.08061,1304,195,1,0,0.420479,1139,195,1,0,0.240741,1234,195,1,0,0.344227
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.396,64,20,2,OPTIMAL,650,198,650.0,0.0,0.661,810,1516,198,1,0,1.332308,1176,198,1,0,0.809231,1290,198,1,0,0.984615,1345,198,1,0,1.069231,958,198,1,0,0.473846
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,13,103947,0,0.4,67,19,2,OPTIMAL,510,208,510.0,0.0,0.746,826,975,208,1,0,0.911765,974,208,1,0,0.909804,1129,208,1,0,1.213725,1477,208,1,0,1.896078,1171,208,1,0,1.296078
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.3942,72,18,2,OPTIMAL,815,205,815.0,0.0,0.583,778,1685,205,1,0,1.067485,1429,205,1,0,0.753374,1423,205,1,0,0.746012,1188,205,1,0,0.457669,1444,205,1,0,0.771779
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,15,224514,1,0.3865,72,20,2,OPTIMAL,1409,201,1409.0,0.0,0.626,789,4109,161,0,6,,4117,161,0,6,,4216,161,0,6,,4143,161,0,6,,4151,161,0,6,
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,16,127704,0,0.3948,68,19,2,OPTIMAL,1047,229,1047.0,0.0,0.292,775,1305,229,1,0,0.246418,1403,229,1,0,0.340019,1640,229,1,0,0.56638,1641,229,1,0,0.567335,1676,229,1,0,0.600764
main,45,20,0.4,0.4,0.4,13,step,0.1,0.1,0.15,17,135623,0,0.3942,63,19,2,OPTIMAL,1775,205,1775.0,0.0,0.449,743,2082,205,1,0,0.172958,2079,205,1,0,0.171268,2147,205,1,0,0.209577,2321,205,1,0,0.307606,2324,205,1,0,0.309296
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,0,1000,0,0.3931,70,30,2,OPTIMAL,1070,228,1070.0,0.0,1.348,640,1662,228,0,1,,1522,228,1,0,0.42243,1576,228,0,1,,1767,228,1,0,0.651402,1899,228,0,1,
main,45,20,0.4,0.4,0.8,13,step,0.1,0.1,0.15,1,8919,0,0.386,68,30,2,OPTIMAL,1815,193,1815.0,0.0,0.128,638,12048,52,0,21,,12049,52,0,21,,12048,52,0,21,,12053,52,0,21,,12049,52,0,21,
