study,size,T,dep_density,budget_tightness,deadline_pressure,t_crqc,risk_form,residual_factor,cluster_frac,delayed_frac,index,instance_seed,n_resamples_infeasible,realized_tightness,n_deps,n_mandated,n_clusters,opt_status,opt_risk,opt_cost,opt_bound,opt_mipgap,opt_walltime,opt_nvars,highest_risk_risk,highest_risk_cost,highest_risk_feasible,highest_risk_ddlviol,highest_risk_gap,risk_per_cost_risk,risk_per_cost_cost,risk_per_cost_feasible,risk_per_cost_ddlviol,risk_per_cost_gap,edf_risk,edf_cost,edf_feasible,edf_ddlviol,edf_gap,spt_risk,spt_cost,spt_feasible,spt_ddlviol,spt_gap,random_risk,random_cost,random_feasible,random_ddlviol,random_gap
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,17,135623,0,0.3942,26,30,2,OPTIMAL,907,205,907.0,0.0,0.136,690,1305,205,1,0,0.438809,1245,205,1,0,0.372657,1485,205,1,0,0.637266,1819,205,1,0,1.005513,1762,205,1,0,0.942668
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,18,143542,0,0.3942,26,32,2,OPTIMAL,543,205,543.0,0.0,0.131,686,794,205,1,0,0.462247,668,205,1,0,0.230203,1281,205,1,0,1.359116,1214,205,1,0,1.235727,1304,205,1,0,1.401473
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,19,151461,0,0.3964,17,31,2,OPTIMAL,785,222,785.0,0.0,0.303,687,1011,222,1,0,0.287898,957,222,1,0,0.219108,1931,222,1,0,1.459873,1508,222,1,0,0.921019,2058,222,1,0,1.621656
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,20,159380,0,0.3962,16,30,2,OPTIMAL,732,206,732.0,0.0,0.508,644,1113,206,1,0,0.520492,1046,206,1,0,0.428962,1563,206,1,0,1.135246,1624,206,0,2,,1699,206,1,0,1.321038
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,21,167299,0,0.3929,21,31,2,OPTIMAL,477,220,477.0,0.0,0.548,685,1024,220,1,0,1.146751,1175,220,1,0,1.463312,2004,220,1,0,3.201258,1456,220,1,0,2.052411,1970,220,1,0,3.129979
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,22,175218,0,0.4,21,31,2,OPTIMAL,387,200,387.0,0.0,0.332,635,718,200,1,0,0.855297,608,200,1,0,0.571059,1040,200,1,0,1.687339,995,200,1,0,1.571059,1195,200,0,1,
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,23,183137,0,0.388,7,30,2,OPTIMAL,961,194,961.0,0.0,0.285,655,1190,194,1,0,0.238293,1245,194,1,0,0.295525,1776,194,1,0,0.848075,1886,194,0,1,,1723,194,1,0,0.792924
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,24,191056,0,0.3865,22,32,2,OPTIMAL,447,201,447.0,0.0,0.332,646,716,201,1,0,0.60179,649,201,1,0,0.451902,1329,201,1,0,1.973154,1250,201,1,0,1.796421,1138,201,1,0,1.545861
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,25,198975,0,0.3896,22,30,2,OPTIMAL,489,187,489.0,0.0,0.196,668,912,187,1,0,0.865031,852,187,1,0,0.742331,1598,187,1,0,2.267894,1149,187,1,0,1.349693,1893,187,1,0,2.871166
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,26,206894,0,0.39,21,31,2,OPTIMAL,564,195,564.0,0.0,0.388,672,802,195,1,0,0.421986,845,195,1,0,0.498227,1536,195,1,0,1.723404,1538,195,1,0,1.72695,1658,195,1,0,1.939716
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,27,214813,0,0.4,20,31,2,OPTIMAL,462,184,462.0,0.0,0.19,699,846,184,1,0,0.831169,740,184,1,0,0.601732,1361,184,1,0,1.945887,1301,184,1,0,1.816017,1272,184,1,0,1.753247
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,28,222732,0,0.3963,18,31,2,OPTIMAL,654,214,654.0,0.0,0.129,704,1296,214,1,0,0.981651,1131,214,1,0,0.729358,1947,214,1,0,1.977064,1365,214,1,0,1.087156,1825,214,1,0,1.79052
main,45,20,0.1,0.4,0.8,13,step,0.1,0.1,0.15,29,230651,0,0.3893,11,30,2,OPTIMAL,527,218,527.0,0.0,0.216,698,1228,218,1,0,1.330171,777,218,1,0,0.474383,1255,218,1,0,1.381404,902,218,1,0,0.711575,1234,218,1,0,1.341556
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,0,1000,0,0.6,15,11,2,OPTIMAL,731,228,731.0,0.0,0.412,872,1141,228,1,0,0.560876,1196,228,1,0,0.636115,1599,228,1,0,1.187415,2081,228,1,0,1.846785,3263,228,1,0,3.463748
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,1,8919,0,0.5676,20,10,2,OPTIMAL,1196,193,1196.0,0.0,7.004,856,1854,193,1,0,0.550167,1790,193,1,0,0.496656,2270,193,1,0,0.897993,2360,193,1,0,0.973244,2283,193,1,0,0.908863
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,2,16838,0,0.5711,14,10,2,OPTIMAL,397,217,397.0,0.0,0.314,863,618,217,1,0,0.556675,667,217,1,0,0.680101,2849,217,1,0,6.176322,2820,217,1,0,6.103275,1670,217,1,0,3.206549
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,3,24757,0,0.5794,16,10,2,OPTIMAL,1258,197,1258.0,0.0,2.262,865,2099,197,1,0,0.668521,2170,197,1,0,0.72496,3072,197,1,0,1.441971,3133,197,1,0,1.490461,2896,197,1,0,1.302067
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,4,32676,0,0.5947,19,10,2,OPTIMAL,518,226,518.0,0.0,0.279,873,1178,226,1,0,1.274131,1159,226,1,0,1.237452,2238,226,1,0,3.320463,2392,226,1,0,3.617761,2850,226,1,0,4.501931
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,5,40595,0,0.6,15,11,2,OPTIMAL,840,216,840.0,0.0,0.706,870,1808,216,1,0,1.152381,1240,216,1,0,0.47619,2637,216,1,0,2.139286,2305,216,1,0,1.744048,2583,216,1,0,2.075
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,6,48514,0,0.6,16,10,2,OPTIMAL,1453,216,1453.0,0.0,3.52,876,2526,216,1,0,0.738472,2315,216,1,0,0.593255,3486,216,1,0,1.399174,3579,216,1,0,1.46318,4035,216,1,0,1.777013
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,7,56433,0,0.6,14,10,2,OPTIMAL,937,192,937.0,0.0,0.815,871,1452,192,1,0,0.549626,1198,192,1,0,0.278549,4101,192,1,0,3.376734,3221,192,1,0,2.437567,2891,192,1,0,2.085379
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,8,64352,0,0.5842,17,11,2,OPTIMAL,691,222,691.0,0.0,0.599,872,1623,222,1,0,1.34877,1225,222,1,0,0.772793,1909,222,1,0,1.762663,2068,222,1,0,1.992764,2424,222,1,0,2.507959
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,9,72271,0,0.5861,15,11,2,OPTIMAL,837,211,837.0,0.0,0.417,860,1497,211,1,0,0.78853,1407,211,1,0,0.681004,3542,211,1,0,3.23178,2311,211,1,0,1.761051,2616,211,1,0,2.125448
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,10,184919,1,0.5735,19,11,2,OPTIMAL,1858,195,1858.0,0.0,1.047,870,2614,195,1,0,0.406889,2459,195,1,0,0.323466,3951,195,1,0,1.12648,4135,195,1,0,1.225511,4560,195,1,0,1.454252
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,11,88109,0,0.5735,24,12,2,OPTIMAL,549,195,549.0,0.0,0.444,868,873,195,1,0,0.590164,970,195,1,0,0.766849,1862,195,1,0,2.391621,2008,195,1,0,2.657559,2394,195,1,0,3.360656
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,12,96028,0,0.5824,19,11,2,OPTIMAL,727,198,727.0,0.0,4.299,875,1034,198,1,0,0.422283,1177,198,1,0,0.618982,1684,198,1,0,1.316369,1708,198,1,0,1.349381,2290,198,1,0,2.149931
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,13,103947,0,0.5778,13,11,2,OPTIMAL,517,208,517.0,0.0,1.973,874,1058,208,1,0,1.046422,976,208,1,0,0.887814,1627,208,1,0,2.147002,1736,208,1,0,2.357834,3254,208,1,0,5.294004
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,14,111866,0,0.5694,26,10,2,OPTIMAL,1149,205,1149.0,0.0,2.328,869,1662,205,1,0,0.446475,1938,205,1,0,0.686684,2621,205,1,0,1.281114,2813,205,1,0,1.448216,3254,205,1,0,1.832028
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,15,119785,0,0.5706,22,11,2,OPTIMAL,1709,194,1709.0,0.0,1.365,873,3177,194,1,0,0.858982,3080,194,1,0,0.802224,4231,194,1,0,1.475717,3945,194,1,0,1.308367,4674,194,1,0,1.734933
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,16,127704,0,0.5725,15,11,2,OPTIMAL,698,229,698.0,0.0,1.391,857,1459,229,1,0,1.090258,1184,229,1,0,0.696275,2971,229,1,0,3.256447,2653,229,1,0,2.80086,2900,229,1,0,3.154728
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,17,135623,0,0.5694,26,11,2,OPTIMAL,1543,205,1543.0,0.0,0.933,846,2356,205,1,0,0.526896,2033,205,1,0,0.317563,2875,205,1,0,0.863253,3349,205,1,0,1.170447,3159,205,1,0,1.04731
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,18,143542,0,0.5694,26,11,2,OPTIMAL,958,205,958.0,0.0,2.027,845,1423,205,1,0,0.485386,1410,205,1,0,0.471816,2055,205,1,0,1.145094,2615,205,1,0,1.729645,2269,205,1,0,1.368476
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,19,151461,0,0.5842,17,11,2,OPTIMAL,1193,222,1193.0,0.0,0.671,868,1610,222,1,0,0.349539,1482,222,1,0,0.242246,3250,222,1,0,1.724225,2521,222,1,0,1.11316,3472,222,1,0,1.91031
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,20,159380,0,0.5722,16,10,2,OPTIMAL,1174,206,1174.0,0.0,1.218,870,1662,206,1,0,0.415673,1776,206,1,0,0.512777,2446,206,1,0,1.083475,2855,206,1,0,1.431857,2875,206,1,0,1.448893
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,21,167299,0,0.5789,21,11,2,OPTIMAL,1072,220,1072.0,0.0,2.86,864,2128,220,1,0,0.985075,2355,220,1,0,1.196828,3311,220,1,0,2.088619,2797,220,1,0,1.609142,4312,220,1,0,3.022388
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,22,175218,0,0.5882,21,11,2,OPTIMAL,652,200,652.0,0.0,0.376,850,1209,200,1,0,0.854294,948,200,1,0,0.453988,1956,200,1,0,2.0,1910,200,1,0,1.929448,2071,200,1,0,2.17638
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,23,183137,0,0.5706,7,10,2,OPTIMAL,1547,194,1547.0,0.0,0.671,875,1948,194,1,0,0.259211,2045,194,1,0,0.321913,2962,194,1,0,0.914674,3342,194,1,0,1.16031,3026,194,1,0,0.956044
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,24,191056,0,0.5912,22,12,2,OPTIMAL,783,201,783.0,0.0,1.595,860,1419,201,1,0,0.812261,1214,201,1,0,0.550447,2312,201,1,0,1.952746,2031,201,1,0,1.59387,2251,201,1,0,1.87484
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,25,198975,0,0.5844,22,11,2,OPTIMAL,849,187,849.0,0.0,1.308,867,1711,187,1,0,1.015312,1509,187,1,0,0.777385,3473,187,1,0,3.090695,2328,187,1,0,1.742049,3956,187,1,0,3.6596
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,26,206894,0,0.5735,21,11,2,OPTIMAL,933,195,933.0,0.0,1.061,873,1316,195,1,0,0.410504,1340,195,1,0,0.436227,3163,195,1,0,2.390139,2733,195,1,0,1.92926,2899,195,1,0,2.107181
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,27,214813,0,0.575,20,11,2,OPTIMAL,853,184,853.0,0.0,2.042,868,1385,184,1,0,0.623681,1210,184,1,0,0.418523,2215,184,1,0,1.596717,2722,184,1,0,2.19109,2493,184,1,0,1.922626
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,28,222732,0,0.5944,18,11,2,OPTIMAL,1255,214,1255.0,0.0,3.629,874,2439,214,1,0,0.943426,1827,214,1,0,0.455777,2381,214,1,0,0.897211,2820,214,1,0,1.247012,3102,214,1,0,1.471713
main,45,20,0.1,0.6,0.1,13,step,0.1,0.1,0.15,29,230651,0,0.5737,11,10,2,OPTIMAL,882,218,882.0,0.0,1.429,880,2057,218,1,0,1.3322,1273,218,1,0,0.443311,2183,218,1,0,1.475057,1914,218,1,0,1.170068,2247,218,1,0,1.547619
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,0,1000,0,0.6,15,18,2,OPTIMAL,731,228,731.0,0.0,0.536,828,1141,228,1,0,0.560876,1196,228,1,0,0.636115,2803,228,1,0,2.834473,2081,228,1,0,1.846785,3263,228,1,0,3.463748
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,1,8919,0,0.5676,20,19,2,OPTIMAL,1196,193,1196.0,0.0,5.05,807,1854,193,1,0,0.550167,1790,193,1,0,0.496656,2222,193,1,0,0.85786,2360,193,1,0,0.973244,2283,193,1,0,0.908863
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,2,16838,0,0.5711,14,19,2,OPTIMAL,397,217,397.0,0.0,0.169,815,618,217,1,0,0.556675,667,217,1,0,0.680101,2576,217,1,0,5.488665,2820,217,1,0,6.103275,1670,217,1,0,3.206549
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,3,24757,0,0.5794,16,20,2,OPTIMAL,1258,197,1258.0,0.0,2.605,809,2099,197,1,0,0.668521,2170,197,1,0,0.72496,2630,197,1,0,1.09062,3133,197,1,0,1.490461,2896,197,1,0,1.302067
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,4,32676,0,0.5947,19,19,2,OPTIMAL,518,226,518.0,0.0,0.217,839,1178,226,1,0,1.274131,1159,226,1,0,1.237452,1656,226,1,0,2.196911,2392,226,1,0,3.617761,2850,226,1,0,4.501931
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,5,40595,0,0.6,15,18,2,OPTIMAL,840,216,840.0,0.0,1.064,833,1808,216,1,0,1.152381,1240,216,1,0,0.47619,2166,216,1,0,1.578571,2305,216,1,0,1.744048,2583,216,1,0,2.075
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,6,48514,0,0.6,16,20,2,OPTIMAL,1453,216,1453.0,0.0,5.06,836,2526,216,1,0,0.738472,2315,216,1,0,0.593255,3659,216,1,0,1.518238,3579,216,1,0,1.46318,4035,216,1,0,1.777013
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,7,56433,0,0.6,14,20,2,OPTIMAL,937,192,937.0,0.0,0.783,829,1452,192,1,0,0.549626,1198,192,1,0,0.278549,3206,192,1,0,2.421558,3221,192,1,0,2.437567,2891,192,1,0,2.085379
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,8,64352,0,0.5842,17,18,2,OPTIMAL,691,222,691.0,0.0,0.852,824,1623,222,1,0,1.34877,1225,222,1,0,0.772793,2507,222,1,0,2.628075,2068,222,1,0,1.992764,2424,222,1,0,2.507959
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,9,72271,0,0.5861,15,19,2,OPTIMAL,837,211,837.0,0.0,0.281,821,1497,211,1,0,0.78853,1407,211,1,0,0.681004,3044,211,1,0,2.636798,2311,211,1,0,1.761051,2616,211,1,0,2.125448
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,10,184919,1,0.5735,19,18,2,OPTIMAL,1858,195,1858.0,0.0,0.794,828,2614,195,1,0,0.406889,2459,195,1,0,0.323466,3677,195,1,0,0.97901,4135,195,1,0,1.225511,4560,195,1,0,1.454252
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,11,88109,0,0.5735,24,19,2,OPTIMAL,549,195,549.0,0.0,0.672,836,873,195,1,0,0.590164,970,195,1,0,0.766849,1944,195,1,0,2.540984,2008,195,1,0,2.657559,2394,195,1,0,3.360656
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,12,96028,0,0.5824,19,19,2,OPTIMAL,727,198,727.0,0.0,2.614,828,1034,198,1,0,0.422283,1177,198,1,0,0.618982,1738,198,1,0,1.390646,1708,198,1,0,1.349381,2290,198,1,0,2.149931
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,13,103947,0,0.5778,13,19,2,OPTIMAL,517,208,517.0,0.0,1.754,845,1058,208,1,0,1.046422,976,208,1,0,0.887814,1793,208,1,0,2.468085,1736,208,1,0,2.357834,3254,208,1,0,5.294004
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,14,111866,0,0.5694,26,19,2,OPTIMAL,1149,205,1149.0,0.0,3.7,817,1662,205,1,0,0.446475,1938,205,1,0,0.686684,2260,205,1,0,0.966928,2813,205,1,0,1.448216,3254,205,1,0,1.832028
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,15,119785,0,0.5706,22,18,2,OPTIMAL,1709,194,1709.0,0.0,1.183,836,3177,194,1,0,0.858982,3080,194,1,0,0.802224,4494,194,1,0,1.629608,3945,194,1,0,1.308367,4674,194,1,0,1.734933
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,16,127704,0,0.5725,15,20,2,OPTIMAL,698,229,698.0,0.0,2.06,808,1459,229,1,0,1.090258,1184,229,1,0,0.696275,2355,229,1,0,2.373926,2653,229,1,0,2.80086,2900,229,1,0,3.154728
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,17,135623,0,0.5694,26,20,2,OPTIMAL,1543,205,1543.0,0.0,0.524,803,2356,205,1,0,0.526896,2033,205,1,0,0.317563,3044,205,1,0,0.97278,3349,205,1,0,1.170447,3159,205,1,0,1.04731
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,18,143542,0,0.5694,26,19,2,OPTIMAL,958,205,958.0,0.0,2.07,800,1423,205,1,0,0.485386,1410,205,1,0,0.471816,2140,205,1,0,1.23382,2615,205,1,0,1.729645,2269,205,1,0,1.368476
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,19,151461,0,0.5842,17,19,2,OPTIMAL,1193,222,1193.0,0.0,0.757,835,1610,222,1,0,0.349539,1482,222,1,0,0.242246,3893,222,1,0,2.263202,2521,222,1,0,1.11316,3472,222,1,0,1.91031
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,20,159380,0,0.5722,16,19,2,OPTIMAL,1174,206,1174.0,0.0,0.815,826,1662,206,1,0,0.415673,1776,206,1,0,0.512777,2636,206,1,0,1.245315,2855,206,1,0,1.431857,2875,206,1,0,1.448893
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,21,167299,0,0.5789,21,18,2,OPTIMAL,1072,220,1072.0,0.0,1.669,827,2128,220,1,0,0.985075,2355,220,1,0,1.196828,3805,220,1,0,2.54944,2797,220,1,0,1.609142,4312,220,1,0,3.022388
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,22,175218,0,0.5882,21,19,2,OPTIMAL,652,200,652.0,0.0,0.263,791,1209,200,1,0,0.854294,948,200,1,0,0.453988,1795,200,1,0,1.753067,1910,200,1,0,1.929448,2071,200,1,0,2.17638
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,23,183137,0,0.5706,7,19,2,OPTIMAL,1547,194,1547.0,0.0,0.856,828,1948,194,1,0,0.259211,2045,194,1,0,0.321913,3106,194,1,0,1.007757,3342,194,1,0,1.16031,3026,194,1,0,0.956044
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,24,191056,0,0.5912,22,18,2,OPTIMAL,783,201,783.0,0.0,2.219,825,1419,201,1,0,0.812261,1214,201,1,0,0.550447,1652,201,1,0,1.109834,2031,201,1,0,1.59387,2251,201,1,0,1.87484
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,25,198975,0,0.5844,22,19,2,OPTIMAL,849,187,849.0,0.0,1.122,816,1711,187,1,0,1.015312,1509,187,1,0,0.777385,2943,187,1,0,2.466431,2328,187,1,0,1.742049,3956,187,1,0,3.6596
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,26,206894,0,0.5735,21,19,2,OPTIMAL,933,195,933.0,0.0,0.39,845,1316,195,1,0,0.410504,1340,195,1,0,0.436227,3627,195,1,0,2.88746,2733,195,1,0,1.92926,2899,195,1,0,2.107181
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,27,214813,0,0.575,20,19,2,OPTIMAL,853,184,853.0,0.0,3.284,821,1385,184,1,0,0.623681,1210,184,1,0,0.418523,2685,184,1,0,2.147714,2722,184,1,0,2.19109,2493,184,1,0,1.922626
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,28,222732,0,0.5944,18,19,2,OPTIMAL,1255,214,1255.0,0.0,3.465,836,2439,214,1,0,0.943426,1827,214,1,0,0.455777,3002,214,1,0,1.392032,2820,214,1,0,1.247012,3102,214,1,0,1.471713
main,45,20,0.1,0.6,0.4,13,step,0.1,0.1,0.15,29,230651,0,0.5737,11,18,2,OPTIMAL,882,218,882.0,0.0,1.305,825,2057,218,1,0,1.3322,1273,218,1,0,0.443311,2117,218,1,0,1.400227,1914,218,1,0,1.170068,2247,218,1,0,1.547619
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,0,1000,0,0.6,15,32,2,OPTIMAL,732,228,732.0,0.0,0.469,676,1141,228,0,1,,1196,228,1,0,0.63388,2511,228,1,0,2.430328,2081,228,1,0,1.842896,3263,228,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,1,8919,0,0.5676,20,31,2,OPTIMAL,1214,193,1214.0,0.0,3.965,688,1854,193,0,2,,1790,193,0,3,,2647,193,1,0,1.180395,2360,193,0,1,,2283,193,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,2,16838,0,0.5711,14,31,2,OPTIMAL,397,217,397.0,0.0,0.175,677,618,217,0,1,,667,217,0,1,,3038,217,0,2,,2820,217,0,3,,1670,217,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,3,24757,0,0.5794,16,31,2,OPTIMAL,1287,197,1287.0,0.0,3.413,696,2099,197,1,0,0.630925,2170,197,0,1,,2526,197,0,1,,3133,197,0,4,,2896,197,1,0,1.250194
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,4,32676,0,0.5947,19,31,2,OPTIMAL,520,226,520.0,0.0,0.261,665,1178,226,0,2,,1159,226,0,3,,1834,226,0,1,,2392,226,0,5,,2850,226,0,4,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,5,40595,0,0.6,15,31,2,OPTIMAL,881,216,881.0,0.0,0.906,655,1808,216,0,4,,1240,216,0,3,,2544,216,0,2,,2305,216,0,6,,2583,216,0,3,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,6,48514,0,0.6,16,31,2,OPTIMAL,1462,216,1462.0,0.0,3.166,627,2526,216,0,2,,2315,216,1,0,0.583447,3346,216,1,0,1.288646,3579,216,0,5,,4035,216,0,6,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,7,56433,0,0.6,14,31,2,OPTIMAL,964,192,964.0,0.0,0.747,655,1452,192,0,1,,1198,192,1,0,0.242739,4065,192,1,0,3.216805,3221,192,0,8,,2891,192,0,5,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,8,64352,0,0.5842,17,31,2,OPTIMAL,691,222,691.0,0.0,0.93,715,1623,222,0,2,,1225,222,0,1,,2700,222,1,0,2.907381,2068,222,0,4,,2424,222,1,0,2.507959
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,9,72271,0,0.5861,15,31,2,OPTIMAL,845,211,845.0,0.0,0.466,662,1497,211,0,1,,1407,211,1,0,0.665089,3212,211,1,0,2.801183,2311,211,0,2,,2616,211,0,2,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,10,184919,1,0.5735,19,31,2,OPTIMAL,1881,195,1881.0,0.0,4.717,705,2614,195,0,1,,2459,195,0,1,,4310,195,1,0,1.291334,4135,195,1,0,1.198299,4560,195,1,0,1.424242
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,11,88109,0,0.5735,24,32,2,OPTIMAL,552,195,552.0,0.0,0.677,670,873,195,0,2,,970,195,0,1,,2068,195,1,0,2.746377,2008,195,0,4,,2394,195,0,3,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,12,96028,0,0.5824,19,31,2,OPTIMAL,727,198,727.0,0.0,0.545,638,1034,198,0,2,,1177,198,0,4,,2115,198,0,2,,1708,198,0,4,,2290,198,0,4,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,13,103947,0,0.5778,13,30,2,OPTIMAL,551,208,551.0,0.0,1.697,727,1058,208,0,1,,976,208,0,1,,1947,208,1,0,2.533575,1736,208,0,3,,3254,208,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,14,111866,0,0.5694,26,30,2,OPTIMAL,1160,205,1160.0,0.0,1.933,695,1662,205,1,0,0.432759,1938,205,0,2,,2810,205,0,1,,2813,205,0,1,,3254,205,1,0,1.805172
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,15,119785,0,0.5706,22,31,2,OPTIMAL,1726,194,1726.0,0.0,0.628,717,3177,194,0,2,,3080,194,0,2,,4607,194,0,1,,3945,194,0,2,,4674,194,0,3,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,16,127704,0,0.5725,15,30,2,OPTIMAL,705,229,705.0,0.0,0.786,679,1459,229,0,1,,1184,229,0,1,,2858,229,1,0,3.053901,2653,229,0,3,,2900,229,0,2,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,17,135623,0,0.5694,26,30,2,OPTIMAL,1561,205,1561.0,0.0,1.06,690,2356,205,0,1,,2033,205,0,1,,2579,205,1,0,0.652146,3349,205,0,1,,3159,205,1,0,1.023703
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,18,143542,0,0.5694,26,32,2,OPTIMAL,958,205,958.0,0.0,1.88,686,1423,205,0,1,,1410,205,0,1,,2326,205,0,1,,2615,205,0,1,,2269,205,0,1,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,19,151461,0,0.5842,17,31,2,OPTIMAL,1194,222,1194.0,0.0,0.425,687,1610,222,0,1,,1482,222,1,0,0.241206,3039,222,1,0,1.545226,2521,222,0,2,,3472,222,0,4,
main,45,20,0.1,0.6,0.8,13,step,0.1,0.1,0.15,20,159380,0,0.5722,16,30,2,OPTIMAL,1174,206,1174.0,0.0,0.573,644,1662,206,0,4,,1776,206,0,4,,2711,206,0,6,,2855,206,0,6,,2875,206,0,7,
